content,score
"please tiktok,hapus gitu mini drama atau adakan fitur nonaktifkan mini drama...dramanya pada terlalu vulgar apalagi ada series AI yang ga guna,tolong hapus",1
"not bad lah ya, tapi apk ini sering lemot gajelas, padahal wifi aman aman aja kalau pake data gampeng habis",3
aplikasinya bagus tapi itu terbukti membayar gk gw udh ngumpulin koin 90k,5
bgus,5
semoga saya ada akun ya 🙂‍↕️,5
bagus sekali,5
bagus aplikasi nya,5
ini TDK berguna bnyk canda,5
bagus cuman pas downlod lama sampe 1 jam jadi pls jagan lama lama ya downlod nya,5
lumayan bagus sih,4
kok punya aku gak bisa vn punya orang udah bisa vn aku udah update nya tapi gak ada,5
update mulu,2
aku menyukainya tiktok ini,5
tapi ga bisa live,5
enak,5
ok kata aku mah,5
kak pengaturan tiktok sya kok gak ada Privasi ya?,4
sedikit lagi oke,3
mantap👍👍,5
enak banget kalo lagi bosen sih,5
aplikasi tiktok merugikan rakyat dengan aplikasi lemot dan tidak manfaat banyak barang palsu dijual parfom tiktok tidak jujur gue hapus lebih baik dari pada mengganggu aktivitas tak jelas bay,1
views stoty anjlok,3
bagus banget!!!!,5
"Tolong aplikasi agar dibuat lebih ringan, agar tidak terjadi crash, dan jika bisa di bagian shop videonya tidak autoplay.",4
kenapa punya saya tidak bisa di update sehingga efek bubble di chat tidak muncul,2
"banyak bgt bug nya, yang gabisa login lah, yang gabisa nge-post lah",1
ok,5
akun saya tidak bisa DM dan live hanya karena kesalahan usia. aplikasi pilih kasih,1
"min streak ku kok nggak bisa ya padahal udah kirim "" video banyak banget sama temenku kok tetep nggak bisa",4
seruu,5
soal nya aplikasi nya berhenti di perangkat aku,1
biikin kesal akunya kena blokir😭😭😭😭😭,1
"ini tiktok knp lag mulu yaa, padahal dulu bagus loh sekarang ngelag mulu, kalo nonton live juga ngelag parah, tolong dong di perbaiki",5
aku jadi belajar banyak hal,5
aplikasi the best.can all do it,5
gajelas akun tiba tiba keblokir padahal gak melanggar aturan apapun,1
kok katanya di tiktok bisa vn tapi kok di aku GK bisa??aku juga pengen ada vn tolong ya tiktok,5
"fyp isinya quotes"" aneh",1
"tiktok tolong dong ini knp banyak sekali bug2 yang ada, tiap mau post sesuatu malah terkelupas sendiri, dan ketika mau masuk malah gak bisa, i i tolong di perbaikin dong🙏 reseh banget soalnya",1
Bagus apliskasinya cmn agak lelet dan lama pas mau masukkan emailnya,2
seru,5
koin kasih lebih banyak dong,5
aplikasi tiktok cocok buat kalian yg lagi bosen 😉😉😉,5
kecewa soalnya aku update malah loding gk bisa di buka aplikasinya,2
"saat live ngelag mulu di pov penonton pedahal user live nya ngga ,hape chipset bagus ,ram longgar,cache nya di beres juga sama aja cache game sama tiktoknya. Aplikasi latar belakang dihapusin.Sama aja masih lag di bagian penontonnya ,heran sama tiktok upd skrg",1
Beritanya paling akurat,5
seru,5
"banyak bug nya, fitur tiktok shop yang ada di bawah hilang, mau share video ke temen buat nyalain streak malah gada temennya hilang padahal masih berteman, terus buat story di tiktok malah ga muncul di akun temen padahal ga aku private, makin kesini makin gajelas aja nih aplikasi",1
gabisa di buka,1
seru,5
tiktok memang mantap👍,5
seru bangettt,5
aku gak suka nge lag,2
suka si mantap kalo nggak ada tiktok seperti nggak hidup,5
👍,5
Aplikasinya lemot banget,2
live pelangar an teru gje udah atas 18,1
terlalu patah patah saat membuka tiktok nya,1
Ya ini bagus,5
mantap,5
seribu banget tiktok ini bikin kunten,5
Baguss,4
kenapa efek buat bentuk muka nya ga ada saya butuh padahal!! !,1
Bagus bisa buat konten,5
tambahin fitur vn dong,5
bagus,5
please tiktok kasih gw fitur vn/voice,4
masa ada peraturan baru yang gak masuk akal mau belanja kopi di batesin . sebulan 1 kali co doang . kan aneh . tolong segera perbaiki lagi . masa orang mau belanja gak boleh,1
terlalu banyak dracin yang di sarankan... sangat sangat mengganggu...,1
"bagus, tapi banyak bug nya+nge lag",2
Pean.tikok.baru.yngbasgus,5
bagus,5
sangat membantu,5
semoga bermanfaat,5
bintang 5 soalnya gara gara tiktok aku bisa bahasa inggris tapi minusnya aku gakbisa vn,5
tidak bisa login,1
bagus,5
karna pas saya mau bikin akun ngk bisa,1
bagus 🫪🫪🫪🫪🫪🫪🫪🫪🫪🫪🫪🫪,4
seru,5
pas memasang nya lama,4
seru aja,5
GAJELAS BANGET TIBA TIBA VOUCHER ONGKIR NYA HILANG SEMUA.,1
baru aja beli koin 283rb tp gk masuk koin nya,1
bagusss,4
tapi GK bisa VN,5
mantapp,5
menyenangkann,5
aplikasi ini bagus,5
bagus banget kak,5
SAAT KELUAR APLIKASI TAPI MASIH TETAP BERJALAN TIKTOK NYA,1
Ngebug bgt asli benci bgt,2
seru,5
banyak monyet nya,3
Good App👍,5
aku suka tiktok,5
bisa bersosial,5
fitur onmik,5
saya kasih 1. bintang aja soalnya banyak yang jorok gawat nanti anak kecil pada liat tolong di blokir kalo ada yang jorok anak jaman sekarang kaya gitu,1
jelek banget deh pas mau make malah gak bisa tolong benerin lagi,1
seru bgtttt🥳✌🏻✌🏻,5
balik lagi bug nya,1
ditiktok semua nya kek ..,2
Aplikasi nya bagus benget dan enak buat ngelive,5
👍👍👍👍,5
ruang penyimpanan terlalu banyak,4
"TikTok is already a very good and entertaining app, and I really enjoy using it every day. The content is fun and easy to explore. As a suggestion, it would be great if TikTok could add a feature that shows who we follow and which friends are connected with us on TikTok. This feature could help users find their friends more easily and make interactions more fun. I hope TikTok can consider this suggestion in future updates. Thank you!",5
bisa bikin video dan lainya dan juga seruuu,5
bagus,5
loba teing iklanna jing,3
"akun saya dihapus karena tindakan dibawah umur, padahal saya diatas umur",1
seru,5
karena baguss,5
aplikasi ini lebih bagus daripada sebelah,5
aplikasi pintar,5
bagus sekali aplikasi ini soalnyah isa mencari yang saya butuh dan bermanfaat,5
karena murah banget panas nya,1
seru cumun scrol ada vidio yang menarik,5
"lag parah si ni, wlau dh update krung bgd plss ❕️",1
tiktok ini sangat keren banyak video yang menarik dan lucu.,5
FYPNYA BIKIN IQ NGURANG SAMPE 70,1
Bagus sih tapi kalo punya akun dua itu gimana ya?? Tlong di jawab,5
"setlah update aplikasi ini menjadi ngelag parah gatau kenapa pdhal penyimpanan masih penuh, nyesel gw update aplikasi ini😪😒",1
"lh apa apaan ini tiba, ngeleq banget ,vidio sama sekali gak mau di putar ngeleq parah, kecewa! ini saya dowload ulang ,siapa tau lebih baik, eh sama aja, plis kecewa!",1
kenapa aplikasi ini eror dan tidak bisa di buka,3
bagusss Koko,5
"terlalu ketat tiktok, lagi live tibaa tiba kena pelanggaran cuma perkara caption nya libur school",1
"app nya ngelag parah, masa video saya untuk konten hilang sendiri, saya sudah cape mengedit dan mengambil video tapi vidio nya hilang",4
bagus,5
no respek ni apk udah bagus,5
aplikasi nya bagus bisa buat velocity,5
bagus bgt tpi update ny terlalu sering,3
aplikasi nya bagus tapi minusnya saya mau bikin akun tapi gak bisa padahal umur saya udah 37 tahun,3
aplikasi nya sanbat bagus sekali seru bisa nonton sepuas nya dan bisa nonton apa aja trus banyak filter nya lagi apasih yang gak bagus dari tik tok ayo buruan download.aku kasih bintang 5 ☆☆☆☆☆,5
"aplikasi nya sering ngeleg, gak bisa di buka, padahal udah di update terus, sinyal lancar, kuota pun lancar, macet-macetan video nya, sering bikin emosi, ini aplikasi paling jelek, dah sering di hapus trus download lagi, entah apa masalah aplikasi ini, tolong segera diperbaiki!!!",1
keren bisa ngomong,5
Bagus,5
bagus bagus bagus mantap,5
tiktok makin lama makin jelek masa setiap habis update tiktok gk bisa di buka pdhl jaringannya bagus,1
jujur apk nya bagus tapi kenapa vidio harus kena sb sie kan bisa semua fidio itu rame jika vidio nya tidak ada adegan kekerasan,3
tiap hari trus pembaruan,1
ok aj sih,5
sangat seru,5
sangat keren,5
seru bangen,5
"bagus, tapi akun ku sepi",1
aplikasi sarang monyet yg suka menghina tapi tidak suka di hina itu lah warga tiktok kadang kadang ada juga yg baik dan berempati,1
bagus tpi g bida berinteraksi,2
Mantap,5
apa si tiktok dikit2 pembatasan kometar,1
lumayan dapat cuan,5
lumayan,4
tiktok itu berguna cuman aku gapernah fyp tolong dong tiktok,5
jadi sering keluar sendiri suka leg terus kalau baru masuk suka ada tulisan tutup tiktok atau tunggu pokonya lemot,1
aplikasi ini bagus juga,5
saya tidak bisa menggunakan kamera,5
🤩,5
MANTAFFFF,5
apk nya lumayan,2
aplikasi sangat bagus👍👍👍👍👍,5
lumayanlah,3
baguss bangetttt,5
bgus,5
"males banget udah cape cape live bikin klip pas diposting vidionya dibisukan,, apk apaan ini payah banget 👎",1
bagus 😝,5
bagus banget,5
tiktok eror,5
aplikasi nya bagus tapi malah ada bug ketika liat Vidio malah terganggu sama warna putih yang tiba tiba muncul,1
bagus,5
aku kirim foto paket sampai kok cuma bisa 1 foto aja padahal aku kirim sampai 4 loh tolong perbaiki lagi masih banyak kurangnya ni,1
kurang profesional tentang hidupkuh...ada solusinya🥰😊👍👍,5
aku kasih bintang 1 karena lemot ( padahal beberapa game dan aplikasi udah aku hapus ) ada tulisan tiktok tiak menanggapi aplikasi lain juga ikut lemot setiap aku buka tiktok maaf kalo ada omongan aku yg kurang enak. tolong diperbaiki lagi 😄😄ya,1
sering logout sendiri,5
suka bgt sama aplikasinya gk gampang ngeleg,5
bagus banget apknya tapi jangan pilih kasih dong masak yang gak jelas fyp yang jelas gak fyp🙂,5
👍👍👍,4
menoton,5
sering bug,4
"tiktok sebenarnya platform berbisnis bukan platform hiburan, fakta tiba2 akun di blokir sebab pertemanan 24 jam melebihi 100 ini real bukan mengunakan fitur promosi, aneh. aju banding di tolak intinya klw bikin konten di tiktok ngk usah bagus2 banget. percuma sebab tiktok bukan tempat nya mencari bakat, tapi tiktok tempat nya mencari ke untungan, platform paling enak itu Snack video fakta",1
"Sampah banget cs nya 🤣 gak menyelesaikan masalah sama sekali, dijawab bot terus.",1
harga koin naik turun kn,1
"buruk sekali, belanja di tiktok sekarang tambah mahal.gilak.gk seperti tiktok sebelum ny yg GK repot",2
MB nya jangan besar² plis,5
bagus bikin senang karna bisa melihat banyak fidio dan bisa saling chat,5
TOLOG INI KOK GAADA OPSI PENGEMBALIAN DANA REFUND TIKROK GAADA OPSI NY HANYA PUTIH UDAH LAPOR KE SUPPORT TIKTOK DAN CS SAMA AJA KATA KATA NYA SAMA SEOLAH OLAH AI CAPE DEH UDH 9 HARI INI,1
sangat seru,5
Aplikasi sarang monyet😂 jelek sekali kualitas nya,1
biar bintang yg menjelaskan,5
👍👍👍,5
seru,5
banyak stiker tidak pantas untuk anak anak,1
seruuuuu,5
bgus bgt no coment,5
tolong ya tiktok ada dari tadi ngelag dan ada tiktok tidak menanggapi kenapa ya🗿,5
sangat bguss,5
baru daftar minta kode verifikasi ndak nongol2 tuh kode,1
Suka,5
sangat mudah dan cepat,5
bagus,4
tik tok aplikasi sangat bagus,5
apa apa pelanggaran padahal itu cuman kenangan ku pas gugur tni kenapa di anggap pelanggaran sihh ada apa emamg ini tiktok apa apa penganggaran 🙄,1
bagus,5
"pliss ya jangan ikutan app sebelah, udah 2 kali loh lagi di app lain, tiba2 masuk tiktokshop! kesel banget kaya si oren! 😒 bener2 ganggu ya, bintang 1 sekarang! benciii",1
Bagus,3
apk nya sangat bagus modal hp aja udh bisa lihat gege china🤭 ganteng pula,5
wow,2
cara nya gimana sihh aku udh buat 15 streak sama orang malah kena pelanggaran TPI gpp lahh,4
tiba tiba keluar dari tiktok dan kalo di pencet tiktok tidak bisa,1
bagus laah,5
oke,4
bagus,5
lumayan bagus cuyy,5
bagus tapi tolong masuk kan fitur vn ke yg lain masak masi dalam BETA vn nya tolong ya,4
seruu,5
bagus,5
"masih ada outro/logo tiktok di akhir video, tolong hilangkan itu, kumohon karena video itu bagus, dan juga aplikasi ini bagus tetapi kenapa ada outro/logo tiktok jadi sangat jelek, jadi kumohon hilangkan itu🙏🏻",1
aplikasi sihh bagus tapi ada bug suara jadi double😅,4
bagus,5
"saya mau download aplikasi ini ta ada tulisan ""mungkin aplikasi ini tida berfungsi di prangkat anda"" saya sudah download beberapa kali tapi tetap tidak bisa",2
mantap,5
ok,5
yang update cuma karena vitur vn,5
jelek aja pokoknya,1
"tiktok akhir2 mau masuk akun susah ,tiba2 ga bs pdhl email pasword bnr.",3
sangat cocok,5
"sekarang tiktok makin mesum banyak drama mini yg tidak sesuai ekspektasi anak kecil padahal yg kita mau itu seperti dracin dub indo , ini apaan kebanyakan ai dan cwo ciuman sama cwo udah kelewat batas tiktok",2
serunya ngobrol-ngobrol bikin api,5
baguss,5
canggih efisien dan presisi tinggi,5
"bagus cuman kek aku lagi posting video gitu tapi waktu beberapa jam views nya ngestuck di 0 terus, dan ada notifikasi kalo postingan nya masih proses gitu",4
"untuk yang mau download tiktok saya saran kan untuk hiburan saja jangan pakai untuk belanja karena sangat ribet ,sangat merugikan , saldo saya tida bisa di tarik juga tida bisa di pakai belanja , karena lupa pin , nomor sudah tida aktif , minta pin sementara tida ada kejelasan sampai sekarang ,",1
bagus,5
bagus,5
donload nya lama,1
good,5
ngabisin kuota kalau lagi pakai kuota di luar tiba-tiba Aisyah scrolling jadinya kan aneh nggak enak pokoknya* 1 tapi ku bukan ancaman,4
tiktok gak bisa baca,1
app nya bagus,5
wowww,5
bagus tapi kok ga bisa ngirim pesan ya? tiktok tolong akun saya ga bisa ngirim pesan dan live,5
ini gimana kok malah fitur vidio offline nya hilang padahal dulu ada. semakin lama kok malah hilang,1
terima kasih,5
"apknya update terus, tpi apk selalu berkendala masak pindah akun doang gk bisa bisa pdhl jaringan bagus loh, makin hari makin jelek apknya",1
so cute,5
"coba jelasin tiktok saya kok gak bisa mengirim pesan, kok gak jelas bangett padahal gak ada kesalahan apa-apa kalau mengirim pesan ada tulisan tanda! tidak dapat memferifikasi, kok gak jelas banget aplikasi tiktok ini lama-lamaa ajgg saya udah 3 kali buat akun sampai males mau main aplikasi tiktok, gua hapus aja ini aplikasi😤",5
"HAPUS ENDING VIDEO NYA PLS, GASUKAAA, yg kyk kl download video ada akhiran diakhir gatau namanya",2
min tiktok aku belum ada fitur stiker nya min tolong di bantu,4
aku lumayan suka tiktok ini,4
kandang monyet kata orang-orang kok bisa ya wkwkwk,1
❤️,5
pelayanan costumer service selow respon g rekomendasi pesan atau download apk in,1
ok,5
sangat membantu dalam mengoplad video mencari referensi serta berbelanja,5
lumayan,5
sejak di up reward ya mlh GK bisa di pake 😭😭,2
agak bagus tapi aku kasih rating seratus,5
puas sekali,5
"apk nya semakin baik, hnya sajh butuh jaringan yang benar-benar stabil",4
bagusss seruuu nonton nyaaa,5
sanagat membantu,5
sangat bagus,2
aplikasi sangat membantu,5
sangat membantu,5
oke,5
tolong dong tiktok kenapa saya ga bisa posting komentar saya sendiri,5
👌🏻,5
aplikasi ini bisa slomo,5
Aplikasi nya bagus suka pokonya,5
bagus,5
nice,5
bagus,5
sangat bagus sekali untuk nonton vidio yg berguna untuk sy dan semoga bemanfaat,5
ini kenapa ngga bisa pake foto slide woyy,3
mantap coyyyy,1
"update yang baru bagus bangett minn, tpi req streak pet nya di tambah dongg min, udah mentok soalnya ini, req warna hijau atau ungu coba min, sama bubble chat nya tambahin banyak varian lagi min biar ngga bosen, makasih admin🫰",5
sangat coco,5
"APLIKASI NYA BAGUS,TAPI SEKARANG ADA DRAMA PENDEK YANG KURANG SENONOH,TAKUTNYA DITONTON ANAK2",2
suka bgt,4
tolong diperbaiki lagi soalnya tiktok saya mati,4
kaga bisa ke download,1
ok,5
bagus,5
"kenapa menu poin dan juga menu untuk menjalankan tugas untuk mendapatkan koin tidak bisa di buka ya,mohon solusinya",4
kenpa ngk bsa di instal,5
iklannya itu tidak tepat sasaran!! saya itu pria masa iklannya hijab atau kosmetik saat masuk ke tiktok itu penghinaan namanya kalau bisa iklan figure Gundam atau semacamnya lah,1
bagus,5
"update berkali-kali dalam sehari, gk jelas",1
lemot,3
akunku keblokndancok gak isok TT an aku cok dancok,5
puas,5
"maaf tiktok, gua emang sakarsme. Gua harap lu lebih baik ke depan terutama retur uang konsumen dikembalikan segera.",3
animasi dan transisi sangat lamban dan tersendat tidak lancar loading lama! mohon perhatikan masalahnya dan perbaiki pada smartphone android 11+,4
apk nya bgs tpi tolong kurangi video kasar ksar nya yw,4
luarr biasa kereen,5
mantap lah,4
min kenapa sekarang ini tiktok agak error saya tidak bisa mengupload foto atau video pas saya upload 0% dan sering ngelek kalo saya buka aplikasi tiktok tolong segera di atasi,2
gw belum bisa vn,5
"ini gmn ya scroll dikit aja hp udah panas, sedangkan di apk lain aman aja.",2
"ngga tau lagi kenapa setiap buka selaluny aplikasi tidak menanggapi tolong dong, min padahal selalu update setiap ada notifikasi, kenapa selalu muncul tidak menanggapi, berasa kurang nyaman.dan tiba tiba kluar dengan sendirinya",5
"sebenarnya ini apk bagus banget pls. . 🫶🏻💕 SAYANGNYAA di aku apk nya eror huhuhu kadang kalau buka apk ini hp langsung matii, nntahlaa kenapaa",3
sangat berguna,5
"astaga sekarang tiktok Algoritma pencarian nya sampah banget, padahal dulu mah bagus. kok bisa sesampah ini sekarang? gw cari video yang gw cari, yang muncul kebanyakan video yang like nya sedikit, padahal mau dulu, yang muncul paling atas yang like nya paling banyak dulu baru yang like nya sedikit. lalu videonya berulang lagi, dan ketika gw scroll scroll di pencarian, video spesifik nya langsung di ganti dengan video lain, ini persis kek algoritma yt short",1
tidak ada ulasan ya karna Memang aplikasi ini sangat bagus,5
kenapa gk bisa ngelike,1
aku kasih bintang 5 soal nya dari dulu aku suka nya tiktok aja,5
tiktok itu bagus sekali untuk foto foto,5
asik seru,5
"tiktok rusak komen,gw komen di vt orang komen gw sllu menghilang,dan ada yg komen di vt gw,gw bls menghilang juga alias gk kebaca sama kreator lain.perbaiki lah mals banget udh berminggu² gini,klo udh di perbaiki gw tambahin bintang nya.",2
tiktok tolong hapus stiker stiker vulgar banyak stiker konten seksual di komentar,3
sangat bagus,4
